"Id","Sales"
447,4061
448,12541
449,8129
450,8995
451,5747
452,7535
453,5301
454,5863
455,16307
456,11542
457,7724
458,6148
459,5654
460,6750
461,5259
462,12571
463,6221
464,7030
465,9309
466,5249
467,7007
468,8713
469,7673
470,9623
471,4228
472,6291
473,7850
474,10078
475,8137
476,8189
477,7351
478,9976
479,5837
480,NA
481,7454
482,8159
483,6807
484,7760
485,7670
486,7252
487,5650
488,7772
489,6617
490,9084
491,11803
492,7197
493,4862
494,10850
495,6726
496,3287
497,8543
498,10081
499,15681
500,5992
501,6260
502,7171
503,7241
504,7396
505,9988
506,3944
507,6264
508,5765
509,5801
510,7027
511,6335
512,8656
513,7084
514,9400
515,10116
516,9417
517,5274
518,8683
519,8045
520,10882
521,9294
522,5929
523,9128
524,7761
525,8617
526,6866
527,4860
528,10163
529,7205
530,9416
531,7416
532,5565
533,9221
534,7397
535,7916
536,9412
537,7159
538,9783
539,11477
540,9581
541,5518
542,7622
543,6064
544,0
545,9108
546,7122
547,10094
548,5737
549,7164
550,7601
551,9881
552,6247
553,6693
554,5646
555,9103
556,6761
557,8264
558,8629
559,8521
560,10117
561,7807
562,6783
563,5357
564,6323
565,11337
566,9700
567,10812
568,14531
569,5725
570,7093
571,6719
572,9250
573,10692
574,8162
575,9436
576,9353
577,8435
578,7357
579,5734
580,5243
581,5842
582,4162
583,6459
584,8972
585,18741
586,7813
587,5753
588,9791
589,5466
590,6933
591,5053
592,11083
593,7123
594,6199
595,14590
596,11231
597,6166
598,8374
599,4301
600,6105
601,5347
602,10337
603,5310
604,5116
605,6824
606,6001
607,6994
608,8803
609,4662
610,7732
611,9553
612,9090
613,5061
614,4996
615,9260
616,5239
617,9444
618,6089
619,8207
620,8878
621,6601
622,5876
623,6383
624,9210
625,9477
626,10221
627,6124
628,4406
629,7132
630,7983
631,4559
632,6752
633,6334
634,14208
635,9627
636,6410
637,6893
638,5769
639,8747
640,7339
641,13681
642,7628
643,6620
644,6159
645,4470
646,8183
647,20363
648,4471
649,5090
650,11978
651,7380
652,9474
653,9459
654,6081
655,6207
656,5929
657,12249
658,8447
659,8167
660,9334
661,6080
662,8132
663,8063
664,4923
665,9337
666,9506
667,5624
668,7327
669,8991
670,6237
671,11790
672,7735
673,8093
674,5345
675,5690
676,6242
677,0
678,10195
679,5571
680,6491
681,4643
682,7000
683,5942
684,7652
685,7957
686,9304
687,7745
688,7924
689,7358
690,9205
691,12002
692,7445
693,3833
694,7285
695,6713
696,4022
697,13759
698,7178
699,7357
700,11907
701,7864
702,4911
703,14894
704,9869
705,6701
706,10626
707,10140
708,7603
709,5463
710,7245
711,7770
712,8149
713,7210
714,5276
715,7307
716,8677
717,5818
718,9686
719,6658
720,7468
721,5720
722,10249
723,7312
724,6482
725,7361
726,7722
727,10837
728,5708
729,6323
730,7311
731,7478
732,9129
733,4911
734,5041
735,9367
736,8450
737,7790
738,8117
739,6240
740,6615
741,5416
742,3894
743,8959
744,7241
745,7332
746,12407
747,9098
748,4733
749,9761
750,4464
751,3110
752,7032
753,14235
754,8483
755,7347
756,5389
757,6995
758,8991
759,7767
760,10849
761,5630
762,4591
763,6146
764,5237
765,4350
766,5506
767,5890
768,4694
769,7840
770,7268
771,6412
772,7081
773,9402
774,6457
775,5390
776,13334
777,9227
778,6391
779,3647
780,12686
781,7517
782,6088
783,10141
784,8020
785,8021
786,7590
787,7378
788,9271
789,17357
790,6257
791,5854
792,5685
793,8187
794,6901
795,8861
796,9822
797,6868
798,4996
799,7011
800,12042
801,5449
802,9505
803,4909
804,8373
805,10769
806,8886
807,9142
808,7504
809,5125
810,6945
811,7404
812,9728
813,8660
814,8173
815,7165
816,4779
817,9652
818,5147
819,10072
820,6979
821,5025
822,8867
823,6093
824,7739
825,7648
826,4143
827,5024
828,9973
829,9720
830,12809
831,5347
832,6748
833,7626
834,7293
835,5424
836,10435
837,8657
838,14999
839,5664
840,6139
841,NA
842,9270
843,5303
844,11520
845,8455
846,7030
847,5989
848,6062
849,5560
850,8198
851,5520
852,5263
853,9652
854,7491
855,24395
856,8405
857,4782
858,7610
859,12074
860,7029
861,7776
862,5524
863,8378
864,9236
865,6648
866,5412
867,7583
868,9471
869,7182
870,10728
871,7337
872,5551
873,6319
874,10362
875,10527
876,10318
877,7564
878,4551
879,5982
880,4869
881,7028
882,10634
883,11962
884,6595
885,5617
886,5004
887,5673
888,10932
889,6960
890,5341
891,6955
892,8051
893,3646
894,9691
895,4946
896,7538
897,7584
898,6451
899,9048
900,8200
901,6760
902,6820
903,8667
904,11569
905,7050
906,10662
907,8626
908,9962
909,7258
910,8806
911,5366
912,4605
913,6804
914,7476
915,10030
916,7865
917,6674
918,8388
919,7589
920,9641
921,3922
922,15367
923,5021
924,6658
925,8107
926,5813
927,6917
928,5952
929,7718
930,5431
931,7123
932,9512
933,8527
934,7126
935,6896
936,7017
937,13273
938,6335
939,6045
940,8068
941,6949
942,6441
943,8992
944,3444
945,8980
946,6359
947,7697
948,11446
949,4410
950,5794
951,7140
952,9482
953,8866
954,5036
955,4325
956,8237
957,6673
958,7397
959,7450
960,8700
961,8425
962,6380
963,4514
964,7100
965,9111
966,8627
967,8597
968,8011
969,7745
970,10648
971,6099
972,6790
973,8778
974,7025
975,9831
976,9854
977,8563
978,5276
979,7147
980,8089
981,7309
982,4785
983,5502
984,9102
985,6189
986,4545
987,7774
988,7750
989,6921
990,6158
991,5170
992,6692
993,7719
994,7358
995,6256
996,5130
997,6310
998,4459
999,6792
1000,6979
1001,9138
1002,8941
1003,7253
1004,13896
1005,6620
1006,6319
1007,11287
1008,8248
1009,9121
1010,7013
1011,5103
1012,6672
1013,6606
1014,7229
1015,13042
1016,7171
1017,3555
1018,5551
1019,9220
1020,9752
1021,8595
1022,6564
1023,4892
1024,6236
1025,3251
1026,4881
1027,7003
1028,9341
1029,7320
1030,6040
1031,8064
1032,10081
1033,7529
1034,6757
1035,10223
1036,9860
1037,6135
1038,7529
1039,5584
1040,6978
1041,4000
1042,9151
1043,5896
1044,9914
1045,7474
1046,9700
1047,7892
1048,5009
1049,10474
1050,19230
1051,12456
1052,6461
1053,3734
1054,7179
1055,10851
1056,6497
1057,11963
1058,21041
1059,4540
1060,5494
1061,11502
1062,5646
1063,7617
1064,7127
1065,7641
1066,5505
1067,7534
1068,6803
1069,6748
1070,11336
1071,7166
1072,6607
1073,7129
1074,6495
1075,5729
1076,9187
1077,6190
1078,5837
1079,6806
1080,7117
1081,6819
1082,8785
1083,9507
1084,8685
1085,10925
1086,8127
1087,5598
1088,4368
1089,6756
1090,7121
1091,6112
1092,5644
1093,8891
1094,7439
1095,10569
1096,7736
1097,5901
1098,5417
1099,4819
1100,9945
1101,5932
1102,8039
1103,16304
1104,8059
1105,6284
1106,5982
1107,4731
1108,6176
1109,3705
1110,6781
1111,10175
1112,5055
1113,16907
1114,16949
1115,5854
1116,8447
1117,5976
1118,7402
1119,5641
1120,13114
1121,7361
1122,10490
1123,5316
1124,7709
1125,5735
1126,10089
1127,8127
1128,6220
1129,6584
1130,6211
1131,7667
1132,9290
1133,6837
1134,10326
1135,6550
1136,10191
1137,6250
1138,7340
1139,5890
1140,13674
1141,7510
1142,7145
1143,8294
1144,10047
1145,4893
1146,9088
1147,6428
1148,3636
1149,15244
1150,16739
1151,9249
1152,8184
1153,10614
1154,9435
1155,12428
1156,5232
1157,6421
1158,6035
1159,9827
1160,4053
1161,7225
1162,6270
1163,6440
1164,7598
1165,6529
1166,4589
1167,8266
1168,4373
1169,5885
1170,7375
1171,7659
1172,10528
1173,10413
1174,7899
1175,6684
1176,7210
1177,12160
1178,6782
1179,5312
1180,5170
1181,11965
1182,4540
1183,6493
1184,3014
1185,6006
1186,8386
1187,7202
1188,6049
1189,10118
1190,9466
1191,14510
1192,7040
1193,10680
1194,3301
1195,6215
1196,6657
1197,5776
1198,9298
1199,4720
1200,4916
1201,8621
1202,12544
1203,12005
1204,5870
1205,5888
1206,14506
1207,9369
1208,6023
1209,5564
1210,7048
1211,10662
1212,6176
1213,5274
1214,8729
1215,8862
1216,12568
1217,8066
1218,13220
1219,8215
1220,4637
1221,3522
1222,6900
1223,7473
1224,5706
1225,7367
1226,6376
1227,4462
1228,8161
1229,4113
1230,8732
1231,8735
1232,9219
1233,8525
1234,7004
1235,10414
1236,7013
1237,6917
1238,6240
1239,7057
1240,10784
1241,6050
1242,5301
1243,8065
1244,8194
1245,7149
1246,6818
1247,7972
1248,5953
1249,6454
1250,7532
1251,9571
1252,6702
1253,7356
1254,6643
1255,6316
1256,4667
1257,5205
1258,9681
1259,8971
1260,10694
1261,10760
1262,8296
1263,9047
1264,4778
1265,10771
1266,13030
1267,9224
1268,8028
1269,8685
1270,7305
1271,3988
1272,11481
1273,8984
1274,7606
1275,6694
1276,3485
1277,12181
1278,7664
1279,5163
1280,5195
1281,5961
1282,6241
1283,9692
1284,8050
1285,7100
1286,5000
1287,4819
1288,4046
1289,7114
1290,17137
1291,4267
1292,6114
1293,7361
1294,5330
1295,5772
1296,5603
1297,4175
1298,7997
1299,7356
1300,4407
1301,10831
1302,6614
1303,5163
1304,13417
1305,8186
1306,9214
1307,6200
1308,6519
1309,5831
1310,5006
1311,18568
1312,12116
1313,6328
1314,6738
1315,5528
1316,6564
1317,4313
1318,9924
1319,6087
1320,5865
1321,8824
1322,4496
1323,6695
1324,8440
1325,8367
1326,8413
1327,4465
1328,6786
1329,7991
1330,11177
1331,7544
1332,8023
1333,5278
1334,9575
1335,6269
1336,NA
1337,7315
1338,6097
1339,6492
1340,7705
1341,6633
1342,6926
1343,5088
1344,8047
1345,7328
1346,9937
1347,11028
1348,6607
1349,4834
1350,11408
1351,5842
1352,3700
1353,7601
1354,10329
1355,13387
1356,5551
1357,6150
1358,6926
1359,7424
1360,5990
1361,10072
1362,3331
1363,6047
1364,5921
1365,6528
1366,6027
1367,6747
1368,8091
1369,6544
1370,9192
1371,9691
1372,9520
1373,5897
1374,7557
1375,8817
1376,10239
1377,9011
1378,3900
1379,8778
1380,7937
1381,7789
1382,5993
1383,4778
1384,10880
1385,7059
1386,9826
1387,6231
1388,6170
1389,7751
1390,6426
1391,7470
1392,9373
1393,8145
1394,9778
1395,10542
1396,9366
1397,5452
1398,8070
1399,4321
1400,0
1401,7271
1402,6699
1403,7550
1404,5390
1405,6619
1406,6805
1407,9782
1408,6285
1409,6263
1410,6667
1411,8025
1412,6293
1413,9004
1414,7787
1415,8348
1416,10112
1417,6658
1418,6370
1419,5111
1420,5992
1421,11241
1422,9860
1423,10847
1424,14145
1425,5155
1426,5461
1427,5717
1428,7997
1429,11371
1430,8074
1431,8544
1432,8765
1433,8874
1434,7315
1435,5789
1436,4757
1437,5468
1438,3809
1439,5636
1440,7763
1441,16762
1442,7994
1443,5845
1444,8554
1445,5713
1446,6761
1447,4594
1448,10187
1449,8180
1450,6241
1451,13835
1452,10717
1453,5708
1454,8516
1455,4101
1456,5926
1457,5196
1458,9297
1459,5152
1460,5489
1461,6919
1462,6150
1463,7911
1464,8176
1465,3899
1466,7531
1467,7881
1468,7756
1469,5823
1470,5708
1471,8855
1472,5014
1473,10092
1474,4783
1475,6278
1476,7392
1477,6385
1478,6111
1479,6605
1480,9879
1481,10248
1482,10889
1483,6581
1484,4334
1485,6656
1486,6604
1487,4355
1488,6383
1489,6655
1490,12401
1491,9128
1492,6685
1493,8194
1494,5633
1495,9060
1496,6469
1497,14535
1498,8099
1499,6023
1500,5327
1501,4079
1502,7548
1503,22190
1504,4970
1505,5313
1506,10069
1507,7524
1508,9723
1509,9502
1510,5898
1511,5887
1512,4614
1513,10978
1514,7667
1515,7698
1516,8975
1517,5528
1518,9764
1519,6547
1520,4556
1521,9178
1522,9782
1523,5535
1524,7825
1525,8134
1526,5938
1527,8999
1528,7591
1529,7467
1530,4384
1531,4936
1532,8508
1533,0
1534,10022
1535,4369
1536,5910
1537,4243
1538,7361
1539,6060
1540,7226
1541,7547
1542,8930
1543,6725
1544,8978
1545,7628
1546,9551
1547,11259
1548,7283
1549,3498
1550,6833
1551,6562
1552,4842
1553,13460
1554,6429
1555,6916
1556,10556
1557,7083
1558,4746
1559,12140
1560,10431
1561,6496
1562,11297
1563,9910
1564,6758
1565,6096
1566,7231
1567,6315
1568,6674
1569,6777
1570,5083
1571,9161
1572,7801
1573,6841
1574,9209
1575,6487
1576,7220
1577,5558
1578,8830
1579,6778
1580,6702
1581,6790
1582,8422
1583,9598
1584,5979
1585,6479
1586,6914
1587,6970
1588,8561
1589,4618
1590,4694
1591,9025
1592,8298
1593,7431
1594,7835
1595,6522
1596,7395
1597,5161
1598,3172
1599,7891
1600,5923
1601,6185
1602,10086
1603,9872
1604,4342
1605,8099
1606,4899
1607,2595
1608,6838
1609,14011
1610,7823
1611,7491
1612,5094
1613,7118
1614,9776
1615,7979
1616,10186
1617,5009
1618,4522
1619,6085
1620,5895
1621,5178
1622,5404
1623,5410
1624,4680
1625,8193
1626,8332
1627,6691
1628,6124
1629,8479
1630,6633
1631,5223
1632,10925
1633,7755
1634,6376
1635,4013
1636,10608
1637,7235
1638,5589
1639,10449
1640,8827
1641,6750
1642,6637
1643,7682
1644,9651
1645,19989
1646,5111
1647,5294
1648,5252
1649,6061
1650,5856
1651,9267
1652,8331
1653,7141
1654,4102
1655,7071
1656,11185
1657,4890
1658,8576
1659,4898
1660,7633
1661,10153
1662,7743
1663,10235
1664,6631
1665,5532
1666,6312
1667,7467
1668,10134
1669,8159
1670,9129
1671,7050
1672,4906
1673,10554
1674,4611
1675,9573
1676,6999
1677,4950
1678,8697
1679,5780
1680,7770
1681,6528
1682,3155
1683,4456
1684,9988
1685,9099
1686,11630
1687,7005
1688,6641
1689,6662
1690,5847
1691,5474
1692,10138
1693,9694
1694,14498
1695,5188
1696,5487
1697,NA
1698,9310
1699,5280
1700,11187
1701,7403
1702,6834
1703,5275
1704,5662
1705,5536
1706,8168
1707,6212
1708,4907
1709,9179
1710,6640
1711,25840
1712,7661
1713,5011
1714,8864
1715,12342
1716,6717
1717,8751
1718,6140
1719,6938
1720,8822
1721,6819
1722,5957
1723,7516
1724,9695
1725,7717
1726,10884
1727,7948
1728,5761
1729,5923
1730,11129
1731,10865
1732,10956
1733,8450
1734,4925
1735,5736
1736,5679
1737,8268
1738,10877
1739,10846
1740,6650
1741,6145
1742,5387
1743,5600
1744,10896
1745,7180
1746,5504
1747,6385
1748,8066
1749,3598
1750,9694
1751,5115
1752,7847
1753,7787
1754,6162
1755,8400
1756,8489
1757,6397
1758,7593
1759,7707
1760,12596
1761,6927
1762,11285
1763,8195
1764,10843
1765,8317
1766,11661
1767,6659
1768,5460
1769,6983
1770,6292
1771,10676
1772,9524
1773,7794
1774,9331
1775,8959
1776,10612
1777,3771
1778,14892
1779,5083
1780,7313
1781,9857
1782,6485
1783,7760
1784,6274
1785,8929
1786,5197
1787,6387
1788,9081
1789,8292
1790,8761
1791,6093
1792,7472
1793,13684
1794,6983
1795,6558
1796,7244
1797,6178
1798,6516
1799,9867
1800,4401
1801,10324
1802,6104
1803,8427
1804,12205
1805,4784
1806,7074
1807,7176
1808,10262
1809,10171
1810,5187
1811,4635
1812,8981
1813,7764
1814,7821
1815,7918
1816,7691
1817,8977
1818,7370
1819,4682
1820,8214
1821,9282
1822,10194
1823,8484
1824,8149
1825,8070
1826,10785
1827,6527
1828,6690
1829,10025
1830,7978
1831,11095
1832,9422
1833,10109
1834,5984
1835,8086
1836,9218
1837,8454
1838,4748
1839,5598
1840,9688
1841,6505
1842,5039
1843,9169
1844,7506
1845,6356
1846,6250
1847,5512
1848,8207
1849,7621
1850,8219
1851,5938
1852,6228
1853,7094
1854,5057
1855,7833
1856,7729
1857,10062
1858,10136
1859,7909
1860,15136
1861,7871
1862,5567
1863,11680
1864,6656
1865,10245
1866,7465
1867,5569
1868,7323
1869,6914
1870,8333
1871,13335
1872,7521
1873,3634
1874,4904
1875,9878
1876,9981
1877,9720
1878,7914
1879,4849
1880,6988
1881,3692
1882,6966
1883,6929
1884,8312
1885,8338
1886,6947
1887,9006
1888,10745
1889,7037
1890,6277
1891,11892
1892,11039
1893,7428
1894,8108
1895,5272
1896,6749
1897,4547
1898,10969
1899,5943
1900,10381
1901,7830
1902,10718
1903,8140
1904,6461
1905,12208
1906,20994
1907,12540
1908,7534
1909,3757
1910,7969
1911,8955
1912,6871
1913,12503
1914,22442
1915,4320
1916,6484
1917,12138
1918,3845
1919,9970
1920,8156
1921,9292
1922,5428
1923,8432
1924,7580
1925,7558
1926,15183
1927,7783
1928,6000
1929,8774
1930,7758
1931,5546
1932,9347
1933,6427
1934,6518
1935,7957
1936,8410
1937,7533
1938,9059
1939,10124
1940,9589
1941,9966
1942,8773
1943,5381
1944,4384
1945,7827
1946,7191
1947,6756
1948,5554
1949,10807
1950,8299
1951,11011
1952,8926
1953,6832
1954,6178
1955,4783
1956,11116
1957,6854
1958,7034
1959,17080
1960,8995
1961,7217
1962,6228
1963,5736
1964,8012
1965,4251
1966,6507
1967,11215
1968,4831
1969,16625
1970,17406
1971,5836
1972,7856
1973,7056
1974,7089
1975,6114
1976,13855
1977,7621
1978,10841
1979,6375
1980,8352
1981,5469
1982,10820
1983,7888
1984,7222
1985,6844
1986,7050
1987,8788
1988,10122
1989,6826
1990,10988
1991,6265
1992,11703
1993,6908
1994,7191
1995,6346
1996,12868
1997,7269
1998,8896
1999,8826
2000,9644
2001,4863
2002,9391
2003,8469
2004,4583
2005,17790
2006,17738
2007,9096
2008,7485
2009,12764
2010,11052
2011,11261
2012,6129
2013,8083
2014,7590
2015,10603
2016,4458
2017,7060
2018,6597
2019,7995
2020,8546
2021,6700
2022,6433
2023,7878
2024,4977
2025,6338
2026,7925
2027,8175
2028,10899
2029,11699
2030,9334
2031,7052
2032,7031
2033,12498
2034,8808
2035,6205
2036,6268
2037,12917
2038,4230
2039,6272
2040,3624
2041,5528
2042,9562
2043,8141
2044,5510
2045,9432
2046,10129
2047,13497
2048,7106
2049,10558
2050,3033
2051,6215
2052,6522
2053,6292
2054,9959
2055,6150
2056,5085
2057,9296
2058,13103
2059,11193
2060,6685
2061,5896
2062,15695
2063,9293
2064,6750
2065,6170
2066,9299
2067,12093
2068,6065
2069,5856
2070,9781
2071,8841
2072,14300
2073,9032
2074,13988
2075,8333
2076,5302
2077,3990
2078,7496
2079,7060
2080,7413
2081,6880
2082,6255
2083,4626
2084,8785
2085,4056
2086,9263
2087,9412
2088,9529
2089,9416
2090,7196
2091,11683
2092,8072
2093,6335
2094,7344
2095,6379
2096,11548
2097,6986
2098,6090
2099,8051
2100,9072
2101,8406
2102,7292
2103,9165
2104,6508
2105,5944
2106,8085
2107,8995
2108,7604
2109,8209
2110,7719
2111,6730
2112,5339
2113,5575
2114,10418
2115,10078
2116,11989
2117,12136
2118,7912
2119,9044
2120,4701
2121,10848
2122,13022
2123,9867
2124,9565
2125,10315
2126,7842
2127,4526
2128,12758
2129,10056
2130,7428
2131,7160
2132,3726
2133,12603
2134,7506
2135,5485
2136,4675
2137,5411
2138,6557
2139,11059
2140,7970
2141,5635
2142,5670
2143,4807
2144,3756
2145,7870
2146,18491
2147,4771
2148,5964
2149,7924
2150,5592
2151,5338
2152,5677
2153,4705
2154,9414
2155,7117
2156,5441
2157,11684
2158,7943
2159,5303
2160,12891
2161,9007
2162,9580
2163,7771
2164,8165
2165,6092
2166,5405
2167,17384
2168,11632
2169,6806
2170,6323
2171,5628
2172,7745
2173,4727
2174,9974
2175,6642
2176,6719
2177,7897
2178,5664
2179,8159
2180,9004
2181,8090
2182,8585
2183,4857
2184,7579
2185,7754
2186,11255
2187,8371
2188,7975
2189,5849
2190,8841
2191,6816
2192,NA
2193,8481
2194,7366
2195,7240
2196,7583
2197,5199
2198,7140
2199,6081
2200,7523
2201,6796
2202,9672
2203,11826
2204,6965
2205,5157
2206,12279
2207,6271
2208,3578
2209,8805
2210,10596
2211,15487
2212,6018
2213,6521
2214,7432
2215,8054
2216,7240
2217,9745
2218,4019
2219,6248
2220,6165
2221,6258
2222,7592
2223,6180
2224,9270
2225,8005
2226,10732
2227,9587
2228,9338
2229,5886
2230,8832
2231,9839
2232,10562
2233,9616
2234,4479
2235,8249
2236,8740
2237,7615
2238,5673
2239,5134
2240,11244
2241,8698
2242,10326
2243,7117
2244,6434
2245,8905
2246,7692
2247,8608
2248,9585
2249,6721
2250,9528
2251,11421
2252,9991
2253,5636
2254,8272
2255,5019
2256,NA
2257,9094
2258,7108
2259,9861
2260,6726
2261,7040
2262,7342
2263,9740
2264,5818
2265,7140
2266,6564
2267,9122
2268,6384
2269,7944
2270,6510
2271,7921
2272,9540
2273,6771
2274,5282
2275,6513
2276,6622
2277,12308
2278,10334
2279,11310
2280,14433
2281,6297
2282,6694
2283,8079
2284,9999
2285,11045
2286,9526
2287,9183
2288,8763
2289,9000
2290,8934
2291,6815
2292,5777
2293,7262
2294,4952
2295,6873
2296,9311
2297,18939
2298,8613
2299,5963
2300,9204
2301,5230
2302,7098
2303,5510
2304,10222
2305,7687
2306,6699
2307,15595
2308,10411
2309,6901
2310,8250
2311,4235
2312,5611
2313,5431
2314,9838
2315,5720
2316,4883
2317,7379
2318,6485
2319,7622
2320,9838
2321,4644
2322,7994
2323,10419
2324,7400
2325,6147
2326,5754
2327,9990
2328,6751
2329,10571
2330,5174
2331,6959
2332,8091
2333,7324
2334,6520
2335,7094
2336,9004
2337,10331
2338,10928
2339,6164
2340,5023
2341,6927
2342,7908
2343,4683
2344,7011
2345,6187
2346,15490
2347,8519
2348,6483
2349,7825
2350,6319
2351,8793
2352,7767
2353,14804
2354,8463
2355,5918
2356,5851
2357,4585
2358,8394
2359,21351
2360,4372
2361,6134
2362,10834
2363,7842
2364,9372
2365,9939
2366,7506
2367,5652
2368,5447
2369,12918
2370,7639
2371,8241
2372,9843
2373,6730
2374,9543
2375,7581
2376,4641
2377,8914
2378,10468
2379,6398
2380,8986
2381,8020
2382,6444
2383,9893
2384,7397
2385,7951
2386,5056
2387,6044
2388,7560
2389,0
2390,11317
2391,4632
2392,7063
2393,4743
2394,8360
2395,5700
2396,7587
2397,9039
2398,8435
2399,7217
2400,7664
2401,7156
2402,9699
2403,12871
2404,8128
2405,3450
2406,8181
2407,8115
2408,4645
2409,13399
2410,6997
2411,7524
2412,12122
2413,7839
2414,4865
2415,13314
2416,10642
2417,6098
2418,12067
2419,10731
2420,7863
2421,6910
2422,6954
2423,7272
2424,7884
2425,8066
2426,4895
2427,8864
2428,8938
2429,7469
2430,9429
2431,6295
2432,7408
2433,5798
2434,9289
2435,7171
2436,6805
2437,7724
2438,8148
2439,10966
2440,6930
2441,7230
2442,7754
2443,7593
2444,9235
2445,4036
2446,5133
2447,9161
2448,7699
2449,8063
2450,8296
2451,6850
2452,7602
2453,5120
2454,3751
2455,9436
2456,7367
2457,8034
2458,11689
2459,11163
2460,5846
2461,8730
2462,5617
2463,3189
2464,7206
2465,14442
2466,8589
2467,7963
2468,6799
2469,7574
2470,10132
2471,8737
2472,10412
2473,5852
2474,4592
2475,6893
2476,6194
2477,6323
2478,6435
2479,6854
2480,5801
2481,8648
2482,10171
2483,7533
2484,7250
2485,8490
2486,6348
2487,6239
2488,11128
2489,8673
2490,5990
2491,4728
2492,13135
2493,7600
2494,7430
2495,10376
2496,9263
2497,8038
